Game,Round,Deadwood
907,11,46
907,12,28
907,13,22
907,14,10
908,1,62
908,2,58
908,3,34
908,4,33
908,5,14
908,6,14
908,7,14
909,1,36
909,2,30
909,3,30
909,4,29
909,5,21
909,6,18
909,7,6
910,1,63
910,2,63
911,1,67
912,1,47
912,2,47
912,3,47
912,4,47
912,5,46
912,6,46
912,7,46
913,1,60
913,2,51
913,3,35
913,4,29
913,5,29
913,6,29
914,1,25
914,2,19
914,3,19
914,4,8
915,1,63
915,2,58
915,3,50
915,4,48
915,5,25
915,6,20
915,7,20
916,1,28
916,2,23
916,3,23
917,1,69
917,2,30
917,3,23
917,4,15
917,5,15
917,6,3
918,1,21
918,2,21
918,3,19
918,4,15
918,5,10
919,1,25
919,2,25
919,3,25
919,4,19
919,5,15
919,6,7
920,1,38
920,2,32
920,3,26
920,4,20
920,5,20
920,6,19
920,7,19
920,8,19
920,9,19
920,10,19
921,1,37
921,2,34
921,3,34
922,1,60
922,2,58
922,3,30
922,4,17
922,5,17
923,1,41
923,2,41
923,3,34
923,4,12
923,5,2
924,1,10
925,1,33
925,2,33
925,3,33
925,4,33
925,5,33
926,1,32
926,2,25
926,3,14
926,4,14
926,5,12
926,6,12
926,7,12
926,8,12
926,9,12
926,10,2
927,1,52
927,2,32
927,3,28
927,4,28
927,5,28
927,6,21
927,7,21
927,8,13
927,9,13
928,1,46
928,2,38
928,3,35
928,4,35
928,5,35
928,6,13
928,7,8
929,1,53
929,2,49
929,3,43
929,4,43
930,1,42
930,2,42
930,3,42
930,4,42
931,1,42
931,2,32
931,3,10
932,1,34
932,2,26
932,3,26
932,4,23
932,5,23
932,6,23
932,7,18
932,8,11
932,9,9
933,1,36
933,2,28
933,3,11
933,4,11
933,5,11
933,6,11
934,1,19
934,2,15
934,3,1
935,1,63
935,2,55
935,3,55
935,4,55
935,5,46
935,6,25
935,7,25
936,1,41
936,2,38
936,3,31
936,4,11
936,5,11
936,6,7
937,1,38
937,2,38
937,3,34
937,4,28
937,5,28
937,6,28
937,7,21
937,8,21
937,9,16
937,10,16
938,1,48
938,2,40
938,3,40
938,4,37
938,5,37
938,6,37
938,7,37
939,1,54
939,2,54
939,3,54
939,4,47
939,5,22
939,6,22
939,7,13
939,8,13
940,1,50
940,2,41
940,3,41
940,4,35
940,5,30
940,6,28
940,7,28
941,1,73
941,2,73
941,3,73
941,4,69
941,5,69
941,6,41
941,7,41
942,1,60
942,2,60
942,3,30
942,4,30
943,1,24
943,2,19
943,3,16
943,4,16
943,5,13
943,6,10
944,1,41
944,2,39
944,3,34
944,4,34
944,5,34
944,6,32
944,7,32
944,8,12
944,9,12
945,1,58
945,2,49
945,3,44
945,4,39
945,5,39
945,6,39
945,7,23
945,8,23
945,9,19
945,10,19
946,1,64
946,2,55
946,3,43
946,4,15
946,5,12
946,6,12
946,7,12
947,1,62
947,2,34
947,3,34
948,1,37
948,2,37
948,3,35
948,4,12
948,5,12
948,6,12
948,7,12
949,1,66
949,2,61
949,3,34
949,4,33
949,5,32
949,6,11
949,7,14
949,8,14
950,1,22
950,2,12
950,3,12
950,4,12
950,5,9
951,1,54
951,2,54
951,3,38
951,4,15
951,5,7
952,1,41
952,2,34
952,3,16
952,4,16
952,5,16
953,1,56
953,2,54
953,3,50
953,4,49
953,5,49
953,6,37
953,7,18
953,8,11
953,9,7
954,1,48
954,2,40
954,3,38
954,4,36
954,5,36
954,6,36
954,7,36
954,8,19
954,9,19
954,10,20
954,11,20
954,12,20
954,13,19
954,14,19
955,1,72
955,2,72
955,3,42
955,4,20
955,5,14
955,6,11
955,7,11
956,1,60
956,2,54
956,3,47
956,4,21
956,5,21
956,6,18
956,7,19
956,8,12
956,9,12
956,10,9
957,1,43
957,2,43
957,3,43
957,4,43
957,5,43
958,1,47
958,2,39
958,3,39
958,4,13
958,5,13
958,6,13
958,7,13
959,1,46
959,2,36
959,3,36
959,4,36
959,5,18
959,6,18
959,7,9
960,1,41
960,2,41
960,3,33
960,4,33
960,5,11
960,6,11
960,7,12
960,8,12
960,9,4
961,1,67
961,2,58
961,3,34
961,4,33
961,5,26
961,6,6
962,1,53
962,2,50
962,3,22
962,4,22
962,5,15
962,6,13
962,7,0
963,1,60
963,2,60
963,3,60
963,4,52
963,5,52
963,6,29
963,7,29
964,1,53
964,2,52
964,3,46
964,4,37
964,5,16
964,6,13
964,7,13
964,8,11
964,9,11
964,10,11
964,11,7
965,1,70
965,2,41
965,3,41
965,4,24
965,5,24
965,6,21
965,7,21
966,1,58
966,2,53
966,3,45
966,4,23
966,5,23
966,6,23
966,7,23
966,8,23
967,1,65
967,2,59
967,3,41
967,4,41
967,5,38
967,6,15
967,7,15
967,8,15
968,1,49
968,2,49
968,3,31
968,4,31
968,5,24
968,6,2
969,1,56
969,2,27
969,3,27
969,4,27
970,1,62
970,2,37
970,3,35
970,4,32
970,5,24
970,6,7
971,1,45
971,2,38
971,3,22
971,4,22
971,5,15
971,6,10
972,1,47
972,2,47
972,3,29
972,4,8
973,1,51
973,2,31
973,3,22
973,4,6
974,1,56
974,2,47
974,3,43
974,4,38
974,5,30
974,6,29
974,7,29
975,1,48
975,2,48
975,3,40
975,4,40
975,5,40
976,1,38
976,2,32
976,3,28
976,4,25
976,5,25
976,6,25
976,7,11
976,8,7
977,1,70
977,2,63
977,3,42
977,4,42
977,5,40
977,6,31
977,7,31
977,8,29
977,9,15
977,10,15
978,1,30
978,2,24
978,3,6
979,1,56
979,2,39
979,3,39
979,4,39
979,5,30
979,6,25
979,7,25
979,8,24
979,9,24
980,1,59
980,2,47
980,3,47
980,4,43
980,5,42
980,6,20
980,7,19
980,8,19
981,1,65
981,2,65
982,1,60
982,2,59
982,3,57
982,4,52
982,5,50
982,6,32
982,7,10
983,1,51
983,2,49
983,3,45
983,4,40
983,5,40
983,6,40
983,7,40
983,8,40
983,9,23
983,10,23
983,11,20
983,12,20
984,1,59
984,2,59
985,1,48
985,2,48
985,3,32
985,4,32
985,5,30
985,6,23
985,7,17
985,8,14
985,9,14
986,1,35
986,2,35
986,3,31
986,4,13
986,5,7
987,1,39
987,2,22
987,3,22
987,4,16
987,5,16
987,6,16
987,7,16
987,8,16
987,9,16
987,10,9
988,1,74
988,2,46
988,3,46
988,4,25
988,5,22
988,6,3
989,1,64
989,2,64
989,3,61
989,4,53
989,5,31
989,6,31
989,7,27
989,8,10
990,1,50
990,2,50
990,3,20
990,4,18
990,5,18
990,6,11
990,7,5
991,1,44
991,2,34
991,3,27
991,4,25
991,5,25
991,6,25
991,7,21
991,8,21
992,1,25
992,2,10
993,1,64
993,2,64
993,3,58
993,4,58
993,5,46
993,6,46
993,7,23
993,8,23
994,1,54
994,2,24
994,3,18
994,4,12
994,5,12
995,1,36
995,2,19
995,3,19
995,4,16
995,5,16
995,6,14
995,7,14
995,8,14
995,9,14
995,10,14
996,1,37
996,2,16
996,3,16
996,4,7
997,1,49
997,2,40
997,3,39
997,4,33
997,5,10
998,1,35
998,2,27
998,3,27
998,4,8
999,1,20
999,2,20
999,3,20
1000,1,77
1000,2,47
1000,3,47
1000,4,46
1000,5,46
1000,6,40
1000,7,31
1000,8,31
1000,9,27
1000,10,27
1000,11,21
1000,12,21
1000,13,21
1000,14,7
1001,1,53
1001,2,48
1001,3,47
1001,4,45
1001,5,45
1002,1,58
1002,2,31
1002,3,31
1003,1,56
1003,2,53
1003,3,40
1003,4,40
1003,5,34
1003,6,17
1003,7,17
1003,8,17
1003,9,17
1003,10,12
1003,11,1
1004,1,49
1004,2,48
1004,3,48
1004,4,24
1004,5,24
1004,6,14
1004,7,14
1004,8,14
1005,1,35
1005,2,32
1005,3,31
1005,4,30
1005,5,30
1006,1,24
1006,2,24
1006,3,16
1006,4,16
1006,5,16
1006,6,16
1006,7,16
1006,8,9
1007,1,66
1007,2,65
1007,3,65
1007,4,27
1007,5,19
1007,6,18
1007,7,13
1007,8,12
1007,9,12
1008,1,43
1008,2,34
1008,3,29
1008,4,21
1008,5,9
1009,1,64
1009,2,64
1009,3,46
1009,4,21
1009,5,2
1010,1,54
1010,2,54
1010,3,30
1010,4,28
1010,5,28
1010,6,28
1011,1,53
1011,2,48
1011,3,46
1011,4,46
1011,5,42
1011,6,23
1011,7,24
1011,8,24
1012,1,60
1012,2,55
1012,3,53
1012,4,53
1012,5,53
1012,6,44
1012,7,29
1012,8,29
1012,9,29
1012,10,23
1012,11,23
1013,1,14
1013,2,12
1013,3,6
1014,1,37
1014,2,37
1014,3,31
1014,4,31
1015,1,56
1015,2,49
1015,3,46
1015,4,39
1015,5,36
1015,6,36
1016,1,46
1016,2,45
1016,3,17
1016,4,10
1017,1,75
1017,2,69
1017,3,61
1017,4,61
1017,5,34
1017,6,30
1017,7,30
1017,8,30
1017,9,30
1017,10,30
1017,11,24
1017,12,13
1017,13,10
1018,1,70
1018,2,47
1018,3,42
1018,4,35
1018,5,35
1018,6,30
1018,7,30
1018,8,29
1018,9,29
1019,1,53
1019,2,23
1019,3,18
1019,4,18
1019,5,12
1019,6,12
1019,7,12
1019,8,12
1019,9,12
1019,10,6
1020,1,42
1020,2,12
1020,3,12
1020,4,4
1021,1,52
1021,2,52
1021,3,51
1021,4,51
1022,1,33
1022,2,33
1022,3,33
1022,4,26
1022,5,11
1022,6,7
1023,1,61
1023,2,59
1023,3,59
1023,4,31
1023,5,25
1023,6,25
1023,7,25
1023,8,25
1023,9,19
1023,10,18
1023,11,18
1024,1,55
1024,2,46
1024,3,38
1024,4,38
1025,1,36
1025,2,28
1025,3,21
1025,4,21
1025,5,5
1026,1,58
1026,2,51
1026,3,24
1026,4,24
1026,5,8
1027,1,49
1027,2,47
1027,3,38
1027,4,12
1027,5,6
1028,1,51
1028,2,42
1028,3,36
1028,4,36
1028,5,32
1028,6,32
1028,7,27
1028,8,13
1028,9,12
1028,10,12
1029,1,51
1029,2,42
1029,3,19
1029,4,1
